리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,리뷰5,new리뷰,토큰화된리뷰
시 이후 카운터보던 여성분 너무 매너가 없습니다 특별한 대우를 바라는건 아니지만 기본은 지켜야죠 무표정 건성건성적인 태도와 말투 질문을해도 대충대답 나갈때역시 인사한마디 없네요 식사하러 갔다가 기분만 잡치고 갑니다 일은 왜한답니까리뷰에 예절에대한 얘기가 많이 나왔던데 이 매장은 개선이 안되나봐요 일을 하려면 똑바로하고 지점은 그런 직원관리 미흡한부분에 있어 매장인식이 확 바뀝니다 쩝 두번가고싶지는 않네요,양식,"['없다', '특별하다', '아니다', '없다', '안되다', '그렇다', '미흡하다', '있다']",없다 특별하다 아니다 없다 안되다 그렇다 미흡하다 있다,없다 특별하다 아니다 없다 안되다 그렇다 미흡하다 있다,0,"['없다', '특별하다', '아니다', '없다', '안되다', '그렇다', '미흡하다', '있다']","['없다', '특별하다', '아니다', '없다', '안되다', '그렇다', '미흡하다', '있다']","[3, 33, 6, 3, 19, 12, 4]"
커피가 너무 맛있고 최고의 바다뷰에요,카페,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
정신없어서 맛이 어떤지 기억안남,일식,"['없다', '어떻다']",없다 어떻다,없다 어떻다,0,"['없다', '어떻다']","['없다', '어떻다']","[3, 56]"
엊그제 왔다 생각나서 또왔어요저번에는 급하게 먹느라 사진 못찍었는데 오늘은 찍었어요맛집이예요단골 도장 꾹꾹꾹 찍습니다오늘도 잘먹고 갑니다,한식,['급하다'],급하다,급하다,0,['급하다'],['급하다'],[74]
오늘 메뉴주문하고 기다리면서 종지그릇에 단무지 외 반찬 종 담았는데단무지를 집어 먹으니 맛이 이상하더라구요몇개 먹다가 꿉꿉한 맛과 쉰내가 느껴져서 단무지반찬 통을 열어보니통에서부터 쉰냄새가 ㅠㅠ 서버분께 교환요청했구요나중에 종지에 새단무지를 담아서 주셨는데요죄송하다는 말씀은 없으셨네요 첫입에 먹어서인지 아직도 그 쉰내맛나는 기억이 강력히 남아서에휴자주 방문하는데 이런 적은 처음이라 많이 아쉽네요 ,일식,"['이상하다', '죄송하다', '없다', '강력하다', '이렇다', '아쉽다']",이상하다 죄송하다 없다 강력하다 이렇다 아쉽다,이상하다 죄송하다 없다 강력하다 이렇다 아쉽다,0,"['이상하다', '죄송하다', '없다', '강력하다', '이렇다', '아쉽다']","['이상하다', '죄송하다', '없다', '강력하다', '이렇다', '아쉽다']","[65, 48, 3, 37, 10]"
카페 진짜커요 규모가 장난아님산미있는 커피 안좋아하는데 좀 셔서 아쉬웠어요 ㅠㅠ,카페,"['아니다', '있다', '좋아하다', '아쉽다']",아니다 있다 좋아하다 아쉽다,아니다 있다 좋아하다 아쉽다,0,"['아니다', '있다', '좋아하다', '아쉽다']","['아니다', '있다', '좋아하다', '아쉽다']","[6, 4, 23, 10]"
생각보다 비싸요네이버 예약 밎 현금으로 결제 포함 가격이요 예약하지말고 근처에서 가격 물어보고 괜찮은 곳으로 가세요,해산물,"['비싸다', '괜찮다']",비싸다 괜찮다,비싸다 괜찮다,0,"['비싸다', '괜찮다']","['비싸다', '괜찮다']","[9, 17]"
아이들이 돈까스를 좋아해서 삼산 나온김에 드뎌 여길 와봤어요역시 맛있다고 아이들이 얘기해주네요,일식,"['좋아하다', '맛있다']",좋아하다 맛있다,좋아하다 맛있다,1,"['좋아하다', '맛있다']","['좋아하다', '맛있다']","[23, 1]"
맛있어요사진은 디저트,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
그냥저냥 제 입맛엔 많이 싱거웠음,한식,['싱겁다'],싱겁다,싱겁다,0,['싱겁다'],['싱겁다'],[52]
너무 맛있어용 최고,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
스테이크가 양이 정말 많고 맛있어요필라프도 추천 드립니다,양식,"['많다', '맛있다']",많다 맛있다,많다 맛있다,1,"['많다', '맛있다']","['많다', '맛있다']","[8, 1]"
리뷰를 꼼꼼히 보고 갔어야했네요 오랜만에 만난 친구들이랑 좋은곳에서 음식먹겠다고 갔는데 네이버예약으로 부탁한 창가자리는 어디가고 예약이 다 되어있는 자리라는 어떤 설명도 없이 예약석이 아닌 일반자리를 안내받았어요  코스엔 물회대신 할인을 해주신다네요 인만원 명이서 만원이 나왔는데 도대체 할인은 어디 감자튀김위에 올려진 꼬부랑 털은 보셨는지요 더이상 이야기하기 싫어 그냥 왔어요 랍스터시세에 대한 설명 음식에 대한 전반적인 설명도 안해주시고 그냥 음식 가져다주시는 푸드코트 같은 곳 같은 느낌이 들었네요 ,해산물,"['꼼꼼하다', '좋다', '어떻다', '아니다', '싫다', '같다', '같다']",꼼꼼하다 좋다 어떻다 아니다 싫다 같다 같다,꼼꼼하다 좋다 어떻다 아니다 싫다 같다 같다,0,"['꼼꼼하다', '좋다', '어떻다', '아니다', '싫다', '같다', '같다']","['꼼꼼하다', '좋다', '어떻다', '아니다', '싫다', '같다', '같다']","[199, 2, 56, 6, 49, 5, 5]"
맛은 있는데 멀리서 찾아가서 웨이팅까지 해서 먹을정도는 아님,한식,"['있다', '아니다']",있다 아니다,있다 아니다,0,"['있다', '아니다']","['있다', '아니다']","[4, 6]"
처음 먹어보는 짬뽕물회 제가 좋아하는 것들이한 가득 양이 많아서 진짜 배터지게 잘 먹었습니다,해산물,"['좋아하다', '많다']",좋아하다 많다,좋아하다 많다,1,"['좋아하다', '많다']","['좋아하다', '많다']","[23, 8]"
엄청 친절하시고 음식이 맛있어요 불쇼도 재미있고 무엇보다 이것저것 많이 친절하게 챙겨주셔서 좋았습니다 다음에 또올게요,한식,"['친절하다', '맛있다', '재미있다', '친절하다', '좋다']",친절하다 맛있다 재미있다 친절하다 좋다,친절하다 맛있다 재미있다 친절하다 좋다,1,"['친절하다', '맛있다', '재미있다', '친절하다', '좋다']","['친절하다', '맛있다', '재미있다', '친절하다', '좋다']","[7, 1, 7, 2]"
급하게 검색해보고 간 곳인데 거짓말 안하구 입에 넣자마자 고기가 녹아요 깜짝 놀랬어요 다음에도 또 오고 싶은 곳입니다,한식,"['급하다', '놀래다', '이다']",급하다 놀래다 이다,급하다 놀래다 이다,0,"['급하다', '놀래다', '이다']","['급하다', '놀래다', '이다']","[74, 113, 11]"
기분이 나빠서 사진도 안찍었네요사람이 명인데 식전빵을 테이블당 하나씩 주셔야지 불편하게 플레이트 하나만 주시고주문 고르고있는데 부담스럽게 옆에 서계시고 추가주문빵은 잘 주지도않고다른테이블의 담당 메니저랑 너무 비교되었네요아웃백 테이블담당 메니저를 잘만나야 기분좋게 돈쓰며 식사할수있나봐요,양식,"['나쁘다', '불편하다', '좋다']",나쁘다 불편하다 좋다,나쁘다 불편하다 좋다,0,"['나쁘다', '불편하다', '좋다']","['나쁘다', '불편하다', '좋다']","[18, 13, 2]"
너무 맛있었고 시설도 깔끔하니 다음에 또 이용하고싶어요,양식,"['맛있다', '깔끔하다']",맛있다 깔끔하다,맛있다 깔끔하다,1,"['맛있다', '깔끔하다']","['맛있다', '깔끔하다']","[1, 15]"
꼭 가보세요 아니 두번 가세요 당장 시동거세요무조건 떡볶이 드세요추천추천 또 추천합니다,카페,['아니다'],아니다,아니다,0,['아니다'],['아니다'],[6]
오랫만에 방문했고 십일만원코스 먹었습니다 기본반찬은 차갑고 말랐고 메인인 대게는 살수율이 낮은데다  너무 심하게 짰습니다 대게잘라주시는 분은 한마디도 없이 인상쓰며 한참을 잘라  미지근한 대게를 주셨고 대게 식판에서 물이  흘러 먹는중에  바지를 다적셨어요 말하니 그럴리가 없는데라고 하네요  닦아주신다는데 정말 한참  지난 후에 마른 행주 갖고 오시네요 코스임에도 음식텀이 너무 길고 말하니 그제서야 해서 나왔고 요리를 둘 자리가 없어 빈그릇 치워달라했더니 먹는 중인 와인잔을 같이 치웠네요  정말 후회되네요지금보니 볶음밥이랑 매운탕 빨리 주세요 말한것을 추가주문으로 넣어놓고 서비스라고 되어있네요 볶음밥개 코스포함인데 볶음밥 개추가 원 서비스래요,해산물,"['차갑다', '마르다', '낮다', '심하다', '미지근하다', '그렇다', '없다', '마르다', '길다', '없다', '후회되다']",차갑다 마르다 낮다 심하다 미지근하다 그렇다 없다 마르다 길다 없다 후회되다,차갑다 마르다 낮다 심하다 미지근하다 그렇다 없다 마르다 길다 없다 후회되다,0,"['차갑다', '마르다', '낮다', '심하다', '미지근하다', '그렇다', '없다', '마르다', '길다', '없다', '후회되다']","['차갑다', '마르다', '낮다', '심하다', '미지근하다', '그렇다', '없다', '마르다', '길다', '없다', '후회되다']","[75, 155, 176, 47, 201, 12, 3, 155, 102, 3]"
토마호크 스테이크 예약해서 다녀왔어요예약 당일날 직원분이 미리 연락오셔서 스테이크 중량 설명해주시더라고요ㅎㅎ 조금 넘는걸로 선택했었는데 뼈무게  뺀다해도 대부분 세트랑 파스타까지 다 먹는다고 하셨잖아요 많이 먹으려고 빵 추가도 안했는데진짜 너무 배불러서 비싼 고기를 남겨버렸어요 엉엉ㅠㅠㅠㅠㅠ 남긴 것만해도 몇 만원 될 듯요제 옆테이블 커플분들도 토마호크 시키셨던데 파스타 완전 새거고 고기 몇 점 안 드셨는데전 들어버렸어요 배부르다고 하시는거ㅋㅋㅋ다음부턴 파스타 안 시키고 그냥 고기만 먹을거에요ㅠㅠ스테이크 완전 존맛탱이고요 샐러드는 고기 먹다가 물릴 때 먹어주니까 좋더라고요넘 맛있고 친절하셔서 좋았숨당ㅋㅋ,양식,"['배부르다', '비싸다', '배부르다', '좋다', '맛있다', '친절하다', '좋다']",배부르다 비싸다 배부르다 좋다 맛있다 친절하다 좋다,배부르다 비싸다 배부르다 좋다 맛있다 친절하다 좋다,1,"['배부르다', '비싸다', '배부르다', '좋다', '맛있다', '친절하다', '좋다']","['배부르다', '비싸다', '배부르다', '좋다', '맛있다', '친절하다', '좋다']","[45, 9, 45, 2, 1, 7, 2]"
가성비 너무 별루에요 인 만원 랍스터 코스에 기본찬 가지 중 먹을만한거 하나도 없고 회 점에 해물 몇가지가 다ㅋㅋㅋ동네 횟집이 더 잘나올듯어이없어서 웃음만 나오네요직원들이 다 처음 일하는지 물도 안 갖다줘 개인그릇도 안줘 기본 찬도 한참 기다려야 주고 스끼 저 사진과 칠리크랩 전복 버터구이가 다인데 전복도 오분자기인지 엄청 작고요 돈이 너무 아까워서 속상하더라구요 음식도 엄청 늦게 나오고다시는 안갈겁니다테이블 회전 감당 안되시면 찜기를 더 사시던지 직원을 늘리시던지다른 테이블 다 늦게 나오는데 사장님은 관심도 없더라구요비추입니다저 리뷰 안쓰는데 너무 화나서 처음 써봐요 점은 다 알바인가봐요 가게에 사람이 많았던것도 이해가 안되네요,해산물,"['없다', '어이없다', '아깝다', '속상하다', '안되다', '없다', '이다', '많다', '안되다']",없다 어이없다 아깝다 속상하다 안되다 없다 이다 많다 안되다,없다 어이없다 아깝다 속상하다 안되다 없다 이다 많다 안되다,0,"['없다', '어이없다', '아깝다', '속상하다', '안되다', '없다', '이다', '많다', '안되다']","['없다', '어이없다', '아깝다', '속상하다', '안되다', '없다', '이다', '많다', '안되다']","[3, 145, 20, 128, 19, 3, 11, 8, 19]"
에르메스세트 너무 고급스럽고 눈호강 입호강 했어요 커피맛은 말해뭐해요 믿고먹는 싱귤러커피에요케이크도 다 유기농이라 아이한테도 안심하고 먹여요  분위기도 한옥에 고급스러운 분위기라 자꾸 찾게 되는 싱귤러커피에요 ,카페,"['고급스럽다', '고급스럽다']",고급스럽다 고급스럽다,고급스럽다 고급스럽다,1,"['고급스럽다', '고급스럽다']","['고급스럽다', '고급스럽다']","[133, 133]"
음식이 맛있고 친절해요 인테리어가 멋져요,한식,"['맛있다', '친절하다', '멋지다']",맛있다 친절하다 멋지다,맛있다 친절하다 멋지다,1,"['맛있다', '친절하다', '멋지다']","['맛있다', '친절하다', '멋지다']","[1, 7, 42]"
아  게아깝다전복은 전날건지 말라 삐틀어졌고 게는 살도 없다 ㅠㅠ진짜 그까지 왜 갔을까내가 미쳤었다,해산물,"['아깝다', '말르다', '없다', '미치다']",아깝다 말르다 없다 미치다,아깝다 말르다 없다 미치다,0,"['아깝다', '말르다', '없다', '미치다']","['아깝다', '말르다', '없다', '미치다']","[20, 101, 3, 81]"
음식맛 별루  예전보다 메뉴도 못함   음료  따로  돈받는것도  웃기고 주스는  뭐그리  먼곳에   둬서  마시기도  불편하고  잔도 종이컵이라  많이  가져올수도  없음  다신 안가고 싶네요돈아까움,양식,"['멀다', '불편하다', '없다', '아깝다']",멀다 불편하다 없다 아깝다,멀다 불편하다 없다 아깝다,0,"['멀다', '불편하다', '없다', '아깝다']","['멀다', '불편하다', '없다', '아깝다']","[83, 13, 3, 20]"
영화보고 가족들과 점심먹으러왔어요블로그에서 보고 괜찮아보여 왔는데 음식도 맛있고 양도 많아서 애들하고 같이 먹기 너무 좋네요 ㅎㅎ 맛나네요,양식,"['괜찮다', '맛있다', '많다', '좋다']",괜찮다 맛있다 많다 좋다,괜찮다 맛있다 많다 좋다,1,"['괜찮다', '맛있다', '많다', '좋다']","['괜찮다', '맛있다', '많다', '좋다']","[17, 1, 8, 2]"
이름이 아인슈페너는 아니지만 아인슈페너맛집인절미도쫀득쪽득,카페,['아니다'],아니다,아니다,0,['아니다'],['아니다'],[6]
너무좋았습니다음식 맛과 분위기는 물론이며무엇보다 서버분들의 친절함이 기억에 남습니다,양식,"['좋다', '친절하다']",좋다 친절하다,좋다 친절하다,1,"['좋다', '친절하다']","['좋다', '친절하다']","[2, 7]"
자리 안내받고 기다리는데 단체손님이오셔서 자리옮길 수 있는지 여쭤보셔서 상관없어서 옮긴건데 서비스를 너진짜많이 주서가지구너무 기분좋은 식사였어요 여기서 스테이크는 처음먹었는데 앞으로 가변 이베리코 스테이크 필수일듯 진짜 부드럽고 맛있었어요,양식,"['있다', '상관없다', '좋다', '부드럽다', '맛있다']",있다 상관없다 좋다 부드럽다 맛있다,있다 상관없다 좋다 부드럽다 맛있다,1,"['있다', '상관없다', '좋다', '부드럽다', '맛있다']","['있다', '상관없다', '좋다', '부드럽다', '맛있다']","[4, 2, 36, 1]"
