리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,토큰화된리뷰
예약안해서 쪼꼼 기다렸지먄 너무맛있어용 배아픈 친구도 맛있다고 잘먹네용ㅎㅎ ,양식,"['맛있다', '아프다', '맛있다']",맛있다 아프다 맛있다,맛있다 아프다 맛있다,1,"[1, 87, 1]"
직원들이 넘친절해요,양식,['친절하다'],친절하다,친절하다,1,[7]
시예약 분전가니 시부터 음식을먹을수있다네요시가 되니 종이 울립니다번째방문인데 시 시작하니 줄을 지어먹게되어 불편했어요탄산음료가지고오라했더니 눈치없는 신랑 내가없는사이주문을 병 천원뜨아탄산이 없는줄 몰랐어요 ㅎㅎ,양식,"['불편하다', '없다', '없다', '없다']",불편하다 없다 없다 없다,불편하다 없다 없다 없다,0,"[13, 3, 3, 3]"
굿인데 고등어튀김 비리고 가시있어 먹기 불편했엉ㄷ,한식,['불편하다'],불편하다,불편하다,0,[13]
잊혀지면 방문하는 곳으로 올때마다 변함없는 맛이라 너무 감사합니다  쌈장찌개는 꼭꼭 드세요 이 맛에 돈을벌지 라고 다시 한번 다짐하고 가요 ,한식,"['변하다', '없다']",변하다 없다,변하다 없다,0,"[46, 3]"
맛있어요,양식,['맛있다'],맛있다,맛있다,1,[1]
카이막세트 넘 맛있어요소금빵도 완전멋진뷰와 함께하니 힐링되네요,카페,"['맛있다', '멋지다']",맛있다 멋지다,맛있다 멋지다,1,"[1, 42]"
비싸요,한식,['비싸다'],비싸다,비싸다,0,[9]
비빔도 물도 만두도 포기할순없어욧,한식,['없다'],없다,없다,0,[3]
저녁은 비싸네요,양식,['비싸다'],비싸다,비싸다,0,[9]
친구들과 함께 뷰 짱 입니다 커피  디저트는  말할것도 없어요,카페,"['이다', '없다']",이다 없다,이다 없다,0,"[11, 3]"
맛있ㅇ니요,디저트,['맛있다'],맛있다,맛있다,1,[1]
지인이 예약좀 해달라고해서 예약해줬어요 ㅎㅎ물론 추천은 제가ㅋㅋ 모임장소로 이만한곳 없습니다 ,해산물,['없다'],없다,없다,0,[3]
여기 직원분들 너무 친절하셔요 오픈시간 맞춰서 갔는데 너무 반갑게 친절하게 맞이해주셔서 감동 음식 먹는내내 상추 더 필요한지 부족함이 없는지 묻고 모든 직원분들이 밝은 모습으로 친절하셔서 음식이 더 맛있게 느껴졌습니다 고기양이 좀 적었다는 거 말곤 직원분들 친절함에 기분좋게 식사해서 너무나 만족스러웠습니다,한식,"['친절하다', '반갑다', '친절하다', '필요하다', '없다', '친절하다', '맛있다', '친절하다', '좋다', '만족스럽다']",친절하다 반갑다 친절하다 필요하다 없다 친절하다 맛있다 친절하다 좋다 만족스럽다,친절하다 반갑다 친절하다 필요하다 없다 친절하다 맛있다 친절하다 좋다 만족스럽다,1,"[7, 246, 7, 57, 3, 7, 1, 7, 2, 60]"
서빙하시는 여 알바생 진짜 불친절 하네요 최근엔 괜찮다는 리뷰보고 간건데 여전한거같네요 젊은사람한테도 그렇고 나이 있으신분들한테도 똑같이 대하고 자리 치우면되는걸 웨이팅이 있다고 하고 이 더운날 자리에 앉아서 기다려 달라고 하면 되는데 굳이 밖에서 기다리라고 하고 손님 받기 싫은 말투로 응대하네요,양식,"['괜찮다', '여전하다', '같다', '젊다', '그렇다', '있다', '있다', '덥다', '싫다']",괜찮다 여전하다 같다 젊다 그렇다 있다 있다 덥다 싫다,괜찮다 여전하다 같다 젊다 그렇다 있다 있다 덥다 싫다,0,"[17, 54, 5, 137, 12, 4, 4, 25, 49]"
일단 매장이 넓어요  그리고 고기가 너무 신선해서 숯불에 구워서 먹는데 너무 맛있었어요 그리고 시킨 찌개는 된장찌개가 아닌데 엄청 맛있어서 마지막 밥넣고 비벼 먹었습니다 돼지고기도 먹고 소고기도 먹었는데 돼지고기도 소고기도 모두 입맛에 맞앆어요아기의자가 없어 불편할줄알았는데 앉는 의자가 편해서 별다른 불편함 없었어요,한식,"['넓다', '신선하다', '맛있다', '아니다', '맛있다', '없다', '불편하다', '편하다', '별다르다', '불편하다', '없다']",넓다 신선하다 맛있다 아니다 맛있다 없다 불편하다 편하다 별다르다 불편하다 없다,넓다 신선하다 맛있다 아니다 맛있다 없다 불편하다 편하다 별다르다 불편하다 없다,0,"[16, 34, 1, 6, 1, 3, 13, 21, 195, 13, 3]"
매장도 깔끔하고 너무 맛있어요 ,일식,"['깔끔하다', '맛있다']",깔끔하다 맛있다,깔끔하다 맛있다,1,"[15, 1]"
다양한음식 깨끗하고 맛있었어요,한식,"['다양하다', '깨끗하다', '맛있다']",다양하다 깨끗하다 맛있다,다양하다 깨끗하다 맛있다,1,"[30, 38, 1]"
나파스타안좋아해도 많은곳을다녀봤는데 최고였던것같아요 느끼해 땡초를 챙겨 다녔는데 여긴 그러지않아도 매콤하니 딱 내스퇄ㅎㅎ 살치스테이크도  넘짱짱짱 다맛있었어요,양식,"['좋아하다', '많다', '같다', '느끼하다', '그렇다', '맛있다']",좋아하다 많다 같다 느끼하다 그렇다 맛있다,좋아하다 많다 같다 느끼하다 그렇다 맛있다,1,"[23, 8, 5, 26, 12, 1]"
아몬드전병개 호두타르트개를 구매후 결재하고 시간후  아몬드전병을 호두타르트로 바꾸려 다시 갔더니 결재한후에는   시간이든  상관없이 그자리에서 빵을 사고  바로 취소 또는 변경을 요청해도 안된다는 정말  어이 없는  말을하더군요  마트의 신선도가 생명인 채소도 구매후 결재하고  바로 취소나 변경이 가능한데 전병은  유통기간이 년 월일자이고 심지어 냉장보관도 아닌데   참배부른 장사를 한다는 생각이들고  계산한 직원 불친절  해서 다시는 가고싶지 않게  만드네요 카드결재후에는  그자리에서 취소나 변경을 요청해도  않된다니  주변에 얘기해 줘야겠어요 ,디저트,"['상관없다', '안되다', '없다', '가능하다', '아니다']",상관없다 안되다 없다 가능하다 아니다,상관없다 안되다 없다 가능하다 아니다,0,"[19, 3, 93, 6]"
몇몇 직원분 불친절해요 사람많은 시간때도 아닌데 불러도 오지도 않고 기분나빴어요 ,일식,"['불친절하다', '많다', '아니다', '나쁘다']",불친절하다 많다 아니다 나쁘다,불친절하다 많다 아니다 나쁘다,0,"[14, 8, 6, 18]"
예전맛은 아니네요,한식,['아니다'],아니다,아니다,0,[6]
직원분들이 이름을 어떻게 적었는지 처음엔 생뚱맞은 이름을 대서 예약이 아니라고 햇다가 글씨를 확인하니 제 이름을 날려 써서 다들 못 읽으신거 같더라고요 반찬 나오는데만 분 가량 기다렸고 예약이라고  준비 되어있는게 아닌거 같더라구요 그리고 직원분들이 불친절하셨어요 밑반찬은 굉장히 실망했는데 나오는 메인 메뉴는 괜찮았습니다 근데 네이버에는 라고 표기된 대게코스가 지금 만원으로 인상되었다고 계산할때 알았네요 네이버 메뉴판 갱신하셔야 할거 같고 식기들이 끈적했어요 싸지않은 가격의 식당에서 먹는 요린데 좀 더 신경써주세요,해산물,"['어떻다', '아니다', '같다', '아니다', '같다', '불친절하다', '굉장하다', '실망하다', '괜찮다', '같다']",어떻다 아니다 같다 아니다 같다 불친절하다 굉장하다 실망하다 괜찮다 같다,어떻다 아니다 같다 아니다 같다 불친절하다 굉장하다 실망하다 괜찮다 같다,0,"[56, 6, 5, 6, 5, 14, 104, 43, 17, 5]"
엄마가 힘들게 예약하셔서 가봤어요 풀숲이 보여서 편안한 분위기에 브런치하기에 딱 좋았어요  시킨 모든 음식 다 맛있었고 다른 비슷한 곳과 비교했을 때 가격은 비슷하나 음식재료를 아끼지 않아서 좋았습니다 재방문 의사 있습니다,양식,"['힘들다', '편안하다', '좋다', '맛있다', '비슷하다', '비슷하다', '좋다', '있다']",힘들다 편안하다 좋다 맛있다 비슷하다 비슷하다 좋다 있다,힘들다 편안하다 좋다 맛있다 비슷하다 비슷하다 좋다 있다,1,"[24, 142, 2, 1, 159, 159, 2, 4]"
맛잇어요신선해요,해산물,['신선하다'],신선하다,신선하다,1,[34]
원내고 먹기엔 좀 아까웠어요 ,한식,['아깝다'],아깝다,아깝다,0,[20]
잘먹었습니다조금 정신 없던거 말고는요,양식,['없다'],없다,없다,0,[3]
인생돈까스집이네요주차가 좀 힘들긴하지만웨이팅기계가 있어 차에서 기다리니 괜찮았어요,양식,"['힘들다', '있다', '괜찮다']",힘들다 있다 괜찮다,힘들다 있다 괜찮다,0,"[24, 4, 17]"
무거동에있는 한옥카페 입니다 분위기가좋고 커피랑 음료가 맛있어요,카페,"['있다', '이다', '좋다', '맛있다']",있다 이다 좋다 맛있다,있다 이다 좋다 맛있다,1,"[4, 11, 2, 1]"
정자 카페하면 또 라메르판지 아니겠습니꺼뷰도 좋고 디저트도 굉장히 입맛에 맞습니더통 유리라서 햇살도 따시고 직원분들도 친절하이 좋습니더,카페,"['아니다', '좋다', '굉장하다', '친절하다', '좋다']",아니다 좋다 굉장하다 친절하다 좋다,아니다 좋다 굉장하다 친절하다 좋다,1,"[6, 2, 104, 7, 2]"
런치메뉴말고는 많이 비쌉니다 일찍 가니까 안기다려서 좋으네요 예약하긴 힘들어요,양식,"['비싸다', '좋다', '힘들다']",비싸다 좋다 힘들다,비싸다 좋다 힘들다,0,"[9, 2, 24]"
맛있습니다,해산물,['맛있다'],맛있다,맛있다,1,[1]
예전과 다르게 테이블이 너무 늘어나서  좀 정신이 없었네요 맛은있지만,양식,"['다르다', '없다', '있다']",다르다 없다 있다,다르다 없다 있다,0,"[41, 3, 4]"
분위기며 맛이며 말해뭐해예약하고 방문했어요 분위기 넘좋고 애기하기 좋더라구용스테이크도 맛있고ㅜ양도 푸짐해요로제파스타 말모 맛있어요 큰새우가 들어가서 더맛잇네용 데이트하는곳으로 강추해요,양식,"['좋다', '좋다', '맛있다', '맛있다', '추하다']",좋다 좋다 맛있다 맛있다 추하다,좋다 좋다 맛있다 맛있다 추하다,1,"[2, 2, 1, 1, 40]"
여기에 평점 잘 주신 분들 전부 알바같아요제 솔직 리얼 후기입니다예약하고 안하고 별 차이가 없어요창가 자리 주는 정도이고 예약했는지 신경도 안쓰고 걍 안내하고 상차림도 미리 되어있지 않았어요랍스터코스 먹었는데 임산부라 술 못해서 와인잔 대신 사이다 한병으로 바꿔달랬더니 엄청 생색냈어요도대체 얼마나 싸구려 와인이믄 사이다 한병 값만 못한걸까요 다른 테이블보니 다들 한모금 마시고 남기더라구요기념일이라고 큰맘 먹고 갔는데 굉장히 실망했어요방송 좀 타고 그래서인지 초심을 잃으신듯요네이버 가격 홈페이지 가격 식당 메뉴판 가격이 다 달라요저는 일인 에 이용했고 네이버예약 할인해달라니까 그제야 테이블당 만원 할인해줬어요가격대비 서비스며 음식 퀄리티며 울산 가면 다시는 안갈 식당입니다,해산물,"['같다', '이다', '없다', '굉장하다', '실망하다', '이다']",같다 이다 없다 굉장하다 실망하다 이다,같다 이다 없다 굉장하다 실망하다 이다,0,"[5, 11, 3, 104, 43, 11]"
탁 트인 곳 바라보며 먹으니 음식이 더 맛있게 느껴짐웨이팅은 있어요 ,한식,"['맛있다', '있다']",맛있다 있다,맛있다 있다,1,"[1, 4]"
매장도 너무 넓고 직원분들도 친절하세용초밥도 진짜 맛있어서 자주 올 것 같아요ㅜㅜ 체고,일식,"['넓다', '친절하다', '맛있다', '같다']",넓다 친절하다 맛있다 같다,넓다 친절하다 맛있다 같다,1,"[16, 7, 1, 5]"
달ㅈ쭈맛있어요  근데가격이너무올랐어 양도줄고,한식,['맛있다'],맛있다,맛있다,1,[1]
별로  반찬도 없공 고기에 냄새도 나고 ㅠ,한식,['없다'],없다,없다,0,[3]
선택할 키워드가 없어요 ,일식,['없다'],없다,없다,0,[3]
매장도 넓고 쾌적하고 인테리어가 예쁜만큼 음식도 너무너무 맛있습니다 ,중식,"['넓다', '쾌적하다', '예쁘다', '맛있다']",넓다 쾌적하다 예쁘다 맛있다,넓다 쾌적하다 예쁘다 맛있다,1,"[16, 100, 28, 1]"
양 많고 맛있어요 가성비가 좋아요 ㅎㅎ,양식,"['많다', '맛있다', '좋다']",많다 맛있다 좋다,많다 맛있다 좋다,1,"[8, 1, 2]"
진짜 맛있게 잘 먹었어요,카페,['맛있다'],맛있다,맛있다,1,[1]
좌석배정 참 기분나쁘게 하네요,한식,['나쁘다'],나쁘다,나쁘다,0,[18]
돈까스가 아닌 새로운 요리를 경험했어 ㅋ 와우 ㅋㅋㅋ,양식,"['아니다', '새롭다']",아니다 새롭다,아니다 새롭다,0,"[6, 51]"
매장이 깔끔한데 직원분들도 친절하시고 센스있고 음식도 맛있어요 ㅎㅎㅎ 다음에 또 방문할게요 ㅎㅎ번창하세요,양식,"['깔끔하다', '친절하다', '있다', '맛있다']",깔끔하다 친절하다 있다 맛있다,깔끔하다 친절하다 있다 맛있다,1,"[15, 7, 4, 1]"
홀도 아닌 테이블개붙어있는 가족모임 할만한 방  가운데 테이블에서 식사함이건 테이블을 띄워 놓은것도 아니고 먹는내내 양옆 사람들과 서로 불편해 하며 음식맛 느낄새도 없이 먹고 나옴어짜피 시간 기다려서  먹는 식사라면 생각좀하고 자리를 배치해주던지ㅠ두번다시 가지는 못할듯함,한식,"['아니다', '아니다', '불편하다']",아니다 아니다 불편하다,아니다 아니다 불편하다,0,"[6, 6, 13]"
통창밖으로 보시는 바다뷰가 멋집니다 특히 방파제와 등대가 운치있네요,카페,['멋지다'],멋지다,멋지다,1,[42]
대게 맛있어요,해산물,['맛있다'],맛있다,맛있다,1,[1]
자장면 해물쟁반짜장 생각하고 오면큰실망함 자장맛이 약함정말 건강하맛부모님 모시고 근처올일있음 올듯,중식,"['실망하다', '약하다', '건강하다', '있다']",실망하다 약하다 건강하다 있다,실망하다 약하다 건강하다 있다,0,"[43, 117, 4]"
재방문이었는데 지난번에 비해서 실망했어요 음식 맛이나 뭐 ,양식,['실망하다'],실망하다,실망하다,0,[43]
맛있어용 리뷰들처럼 스테이크는 질긴편이구 디저트는많고맛있네용 초밥도 맛있다구해요,양식,"['맛있다', '많다', '맛있다', '맛있다']",맛있다 많다 맛있다 맛있다,맛있다 많다 맛있다 맛있다,1,"[1, 8, 1, 1]"
자주오는데 항상맛있게 잘먹고가요 기장맛집입니다,한식,"['맛있다', '이다']",맛있다 이다,맛있다 이다,1,"[1, 11]"
박일섭카이막세트 맛있어요다음에도 방문할게요,카페,['맛있다'],맛있다,맛있다,1,[1]
빵도 맛있고 쾌적해서 좋아요 ,디저트,"['맛있다', '쾌적하다', '좋다']",맛있다 쾌적하다 좋다,맛있다 쾌적하다 좋다,1,"[1, 100, 2]"
리뉴얼되어서 멋진바다뷰를감상할수있고새로워진메뉴가 추가되어볼거리먹을거리좋았어요,카페,"['멋지다', '새롭다', '좋다']",멋지다 새롭다 좋다,멋지다 새롭다 좋다,1,"[42, 51, 2]"
힐링뷰 사람적은 평일에 가시는걸 추천드립니다주말은 북적북적 정신 없어요 ㅎㅎ,카페,['없다'],없다,없다,0,[3]
오래일하신분 한분빼고 일하는 아주머니들 항상 말투설명이 투덜대듯이 불친절해서 갈때마다 기분 별로입니다 할인받은금액 궁금해서 영수증 다시 달라고하니까 버리고없는데요 해놓고 밑에 봉지에 모아놓은거 봤다니까 주섬주섬 꺼내는것도 어이없고 다른분이 종이봉투는 이제 없냐고 물으니까 종이없어진지 오래됐는데요 이러는데 주말 오전부터 사람들이랑 싸우자는건지 그렇게 귀찮고 짜증나면 왜 일하러 나오시는지 모르겠네요 ,디저트,"['불친절하다', '이다', '궁금하다', '없다', '어이없다', '없다', '귀찮다', '짜증나다']",불친절하다 이다 궁금하다 없다 어이없다 없다 귀찮다 짜증나다,불친절하다 이다 궁금하다 없다 어이없다 없다 귀찮다 짜증나다,0,"[14, 11, 129, 3, 145, 3, 88, 94]"
